doc_type,doc_id,title,text,icd_code,icd_desc
icd,icd:E21.0,ICD E21.0,E21.0 | Primary hyperparathyroidism,E21.0,Primary hyperparathyroidism
icd,icd:E27.40,ICD E27.40,"E27.40 | Adrenocortical insufficiency, unspecified",E27.40,"Adrenocortical insufficiency, unspecified"
icd,icd:E43,ICD E43,E43 | Unspecified severe protein-calorie malnutrition,E43,Unspecified severe protein-calorie malnutrition
icd,icd:E55.9,ICD E55.9,"E55.9 | Vitamin D deficiency, unspecified",E55.9,"Vitamin D deficiency, unspecified"
icd,icd:E61.1,ICD E61.1,E61.1 | Iron deficiency,E61.1,Iron deficiency
icd,icd:E66.01,ICD E66.01,E66.01 | Morbid (severe) obesity due to excess calories,E66.01,Morbid (severe) obesity due to excess calories
icd,icd:E66.9,ICD E66.9,"E66.9 | Obesity, unspecified",E66.9,"Obesity, unspecified"
icd,icd:E78.00,ICD E78.00,"E78.00 | Pure hypercholesterolaemia, unspecified",E78.00,"Pure hypercholesterolaemia, unspecified"
icd,icd:E78.5,ICD E78.5,"E78.5 | Hyperlipidaemia, unspecified",E78.5,"Hyperlipidaemia, unspecified"
icd,icd:E83.52,ICD E83.52,E83.52 | Hypercalcaemia,E83.52,Hypercalcaemia
icd,icd:E87.0,ICD E87.0,E87.0 | Hyperosmolality and hypernatraemia,E87.0,Hyperosmolality and hypernatraemia
icd,icd:E87.1,ICD E87.1,E87.1 | Hypo-osmolality and hyponatraemia,E87.1,Hypo-osmolality and hyponatraemia
icd,icd:E87.5,ICD E87.5,E87.5 | Hyperkalaemia,E87.5,Hyperkalaemia
icd,icd:E87.6,ICD E87.6,E87.6 | Hypokalaemia,E87.6,Hypokalaemia
icd,icd:E87.8,ICD E87.8,E87.8 | Other disorders of electrolyte and fluid balance,E87.8,Other disorders of electrolyte and fluid balance
icd,icd:L01.00,ICD L01.00,"L01.00 | Impetigo, unspecified",L01.00,"Impetigo, unspecified"
icd,icd:L02.91,ICD L02.91,"L02.91 | Cutaneous abscess, unspecified",L02.91,"Cutaneous abscess, unspecified"
icd,icd:L03.90,ICD L03.90,"L03.90 | Cellulitis, unspecified",L03.90,"Cellulitis, unspecified"
icd,icd:L03.211,ICD L03.211,L03.211 | Cellulitis of face,L03.211,Cellulitis of face
icd,icd:L04.9,ICD L04.9,"L04.9 | Acute lymphadenitis, unspecified",L04.9,"Acute lymphadenitis, unspecified"
icd,icd:L05.01,ICD L05.01,L05.01 | Pilonidal cyst with abscess,L05.01,Pilonidal cyst with abscess
icd,icd:L20.9,ICD L20.9,"L20.9 | Atopic dermatitis, unspecified",L20.9,"Atopic dermatitis, unspecified"
icd,icd:L23.9,ICD L23.9,"L23.9 | Allergic contact dermatitis, unspecified cause",L23.9,"Allergic contact dermatitis, unspecified cause"
icd,icd:L27.0,ICD L27.0,L27.0 | Generalised skin eruption due to drugs taken internally,L27.0,Generalised skin eruption due to drugs taken internally
icd,icd:L30.9,ICD L30.9,"L30.9 | Dermatitis, unspecified",L30.9,"Dermatitis, unspecified"
icd,icd:L40.0,ICD L40.0,L40.0 | Psoriasis vulgaris,L40.0,Psoriasis vulgaris
icd,icd:L50.0,ICD L50.0,L50.0 | Allergic urticaria,L50.0,Allergic urticaria
icd,icd:L50.9,ICD L50.9,"L50.9 | Urticaria, unspecified",L50.9,"Urticaria, unspecified"
icd,icd:L51.1,ICD L51.1,L51.1 | Stevens-Johnson syndrome,L51.1,Stevens-Johnson syndrome
icd,icd:L51.2,ICD L51.2,L51.2 | Toxic epidermal necrolysis,L51.2,Toxic epidermal necrolysis
icd,icd:L52,ICD L52,L52 | Erythema nodosum,L52,Erythema nodosum
icd,icd:L55.0,ICD L55.0,L55.0 | Sunburn of first degree,L55.0,Sunburn of first degree
icd,icd:L70.0,ICD L70.0,L70.0 | Acne vulgaris,L70.0,Acne vulgaris
icd,icd:L72.0,ICD L72.0,L72.0 | Epidermal cyst,L72.0,Epidermal cyst
icd,icd:L73.2,ICD L73.2,L73.2 | Hidradenitis suppurativa,L73.2,Hidradenitis suppurativa
icd,icd:L89.90,ICD L89.90,"L89.90 | Pressure ulcer of unspecified site, unspecified stage",L89.90,"Pressure ulcer of unspecified site, unspecified stage"
icd,icd:H00.01,ICD H00.01,H00.01 | Hordeolum externum,H00.01,Hordeolum externum
icd,icd:H10.30,ICD H10.30,H10.30 | Unspecified acute conjunctivitis,H10.30,Unspecified acute conjunctivitis
icd,icd:H10.9,ICD H10.9,H10.9 | Unspecified conjunctivitis,H10.9,Unspecified conjunctivitis
icd,icd:H16.009,ICD H16.009,"H16.009 | Unspecified corneal ulcer, unspecified eye",H16.009,"Unspecified corneal ulcer, unspecified eye"
icd,icd:H20.00,ICD H20.00,"H20.00 | Acute and subacute iridocyclitis, unspecified",H20.00,"Acute and subacute iridocyclitis, unspecified"
icd,icd:H33.009,ICD H33.009,"H33.009 | Unspecified retinal detachment with retinal break, unspecified eye",H33.009,"Unspecified retinal detachment with retinal break, unspecified eye"
icd,icd:H34.10,ICD H34.10,"H34.10 | Central retinal artery occlusion, unspecified eye",H34.10,"Central retinal artery occlusion, unspecified eye"
icd,icd:H40.211,ICD H40.211,"H40.211 | Acute angle-closure glaucoma, right eye",H40.211,"Acute angle-closure glaucoma, right eye"
icd,icd:H47.01,ICD H47.01,H47.01 | Ischaemic optic neuropathy,H47.01,Ischaemic optic neuropathy
icd,icd:H57.10,ICD H57.10,"H57.10 | Ocular pain, unspecified eye",H57.10,"Ocular pain, unspecified eye"
icd,icd:H60.339,ICD H60.339,"H60.339 | Swimmer's ear, unspecified ear",H60.339,"Swimmer's ear, unspecified ear"
icd,icd:H60.9,ICD H60.9,H60.9 | Unspecified otitis externa,H60.9,Unspecified otitis externa
icd,icd:H65.00,ICD H65.00,"H65.00 | Acute serous otitis media, unspecified ear",H65.00,"Acute serous otitis media, unspecified ear"
icd,icd:H65.90,ICD H65.90,H65.90 | Unspecified nonsuppurative otitis media,H65.90,Unspecified nonsuppurative otitis media
icd,icd:H66.001,ICD H66.001,"H66.001 | Acute suppurative otitis media without spontaneous rupture of ear drum, right ear",H66.001,"Acute suppurative otitis media without spontaneous rupture of ear drum, right ear"
icd,icd:H66.9,ICD H66.9,"H66.9 | Otitis media, unspecified",H66.9,"Otitis media, unspecified"
icd,icd:H70.001,ICD H70.001,"H70.001 | Acute mastoiditis without complications, right ear",H70.001,"Acute mastoiditis without complications, right ear"
icd,icd:H81.09,ICD H81.09,"H81.09 | Meniere's disease, unspecified ear",H81.09,"Meniere's disease, unspecified ear"
icd,icd:H81.391,ICD H81.391,"H81.391 | Other peripheral vertigo, right ear",H81.391,"Other peripheral vertigo, right ear"
icd,icd:H90.3,ICD H90.3,"H90.3 | Sensorineural hearing loss, bilateral",H90.3,"Sensorineural hearing loss, bilateral"
icd,icd:H92.01,ICD H92.01,"H92.01 | Otalgia, right ear",H92.01,"Otalgia, right ear"
icd,icd:H93.11,ICD H93.11,"H93.11 | Tinnitus, right ear",H93.11,"Tinnitus, right ear"
icd,icd:D50.0,ICD D50.0,D50.0 | Iron deficiency anaemia secondary to blood loss (chronic),D50.0,Iron deficiency anaemia secondary to blood loss (chronic)
icd,icd:D50.9,ICD D50.9,"D50.9 | Iron deficiency anaemia, unspecified",D50.9,"Iron deficiency anaemia, unspecified"
icd,icd:D51.0,ICD D51.0,D51.0 | Vitamin B12 deficiency anaemia due to intrinsic factor deficiency,D51.0,Vitamin B12 deficiency anaemia due to intrinsic factor deficiency
icd,icd:D57.00,ICD D57.00,"D57.00 | Hb-SS disease with crisis, unspecified",D57.00,"Hb-SS disease with crisis, unspecified"
icd,icd:D57.1,ICD D57.1,D57.1 | Sickle-cell disease without crisis,D57.1,Sickle-cell disease without crisis
icd,icd:D62,ICD D62,D62 | Acute posthemorrhagic anaemia,D62,Acute posthemorrhagic anaemia
icd,icd:D64.9,ICD D64.9,"D64.9 | Anaemia, unspecified",D64.9,"Anaemia, unspecified"
icd,icd:D65,ICD D65,D65 | Disseminated intravascular coagulation,D65,Disseminated intravascular coagulation
icd,icd:D68.0,ICD D68.0,D68.0 | Von Willebrand's disease,D68.0,Von Willebrand's disease
icd,icd:D69.3,ICD D69.3,D69.3 | Immune thrombocytopenic purpura,D69.3,Immune thrombocytopenic purpura
icd,icd:D69.6,ICD D69.6,"D69.6 | Thrombocytopenia, unspecified",D69.6,"Thrombocytopenia, unspecified"
icd,icd:D70.9,ICD D70.9,"D70.9 | Neutropenia, unspecified",D70.9,"Neutropenia, unspecified"
icd,icd:D72.829,ICD D72.829,"D72.829 | Elevated white blood cell count, unspecified",D72.829,"Elevated white blood cell count, unspecified"
icd,icd:D84.9,ICD D84.9,"D84.9 | Immunodeficiency, unspecified",D84.9,"Immunodeficiency, unspecified"
icd,icd:S06.0X1A,ICD S06.0X1A,"S06.0X1A | Concussion with loss of consciousness of 30 minutes or less, initial encounter",S06.0X1A,"Concussion with loss of consciousness of 30 minutes or less, initial encounter"
icd,icd:S06.0X9A,ICD S06.0X9A,"S06.0X9A | Concussion with loss of consciousness of unspecified duration, initial encounter",S06.0X9A,"Concussion with loss of consciousness of unspecified duration, initial encounter"
icd,icd:S09.90XA,ICD S09.90XA,"S09.90XA | Unspecified injury of head, initial encounter",S09.90XA,"Unspecified injury of head, initial encounter"
icd,icd:S22.000A,ICD S22.000A,"S22.000A | Wedge compression fracture of unspecified thoracic vertebra, initial encounter",S22.000A,"Wedge compression fracture of unspecified thoracic vertebra, initial encounter"
icd,icd:S32.000A,ICD S32.000A,"S32.000A | Wedge compression fracture of unspecified lumbar vertebra, initial encounter",S32.000A,"Wedge compression fracture of unspecified lumbar vertebra, initial encounter"
icd,icd:S39.012A,ICD S39.012A,"S39.012A | Strain of muscle, fascia and tendon of lower back, initial encounter",S39.012A,"Strain of muscle, fascia and tendon of lower back, initial encounter"
icd,icd:S42.001A,ICD S42.001A,"S42.001A | Fracture of unspecified part of clavicle, right side, initial encounter",S42.001A,"Fracture of unspecified part of clavicle, right side, initial encounter"
icd,icd:S42.201A,ICD S42.201A,"S42.201A | Unspecified fracture of upper end of right humerus, initial encounter",S42.201A,"Unspecified fracture of upper end of right humerus, initial encounter"
icd,icd:S52.501A,ICD S52.501A,"S52.501A | Fracture of lower end of radius, right, initial encounter",S52.501A,"Fracture of lower end of radius, right, initial encounter"
icd,icd:S61.409A,ICD S61.409A,"S61.409A | Unspecified open wound of unspecified finger without damage to nail, initial encounter",S61.409A,"Unspecified open wound of unspecified finger without damage to nail, initial encounter"
icd,icd:S62.000A,ICD S62.000A,"S62.000A | Fracture of navicular bone of right wrist, displaced, initial encounter",S62.000A,"Fracture of navicular bone of right wrist, displaced, initial encounter"
icd,icd:S72.001A,ICD S72.001A,"S72.001A | Fracture of unspecified part of neck of right femur, initial encounter",S72.001A,"Fracture of unspecified part of neck of right femur, initial encounter"
icd,icd:S72.141A,ICD S72.141A,"S72.141A | Displaced intertrochanteric fracture of right femur, initial encounter",S72.141A,"Displaced intertrochanteric fracture of right femur, initial encounter"
icd,icd:S82.201A,ICD S82.201A,"S82.201A | Unspecified fracture of shaft of right tibia, initial encounter",S82.201A,"Unspecified fracture of shaft of right tibia, initial encounter"
icd,icd:S92.001A,ICD S92.001A,"S92.001A | Fracture of calcaneus, right foot, initial encounter",S92.001A,"Fracture of calcaneus, right foot, initial encounter"
icd,icd:T07,ICD T07,T07 | Unspecified multiple injuries,T07,Unspecified multiple injuries
icd,icd:T14.90,ICD T14.90,"T14.90 | Injury, unspecified",T14.90,"Injury, unspecified"
icd,icd:T20.00XA,ICD T20.00XA,"T20.00XA | Burn of unspecified degree of head, face and neck, initial encounter",T20.00XA,"Burn of unspecified degree of head, face and neck, initial encounter"
icd,icd:T31.0,ICD T31.0,T31.0 | Burns involving less than 10% of body surface,T31.0,Burns involving less than 10% of body surface
icd,icd:T36.0X1A,ICD T36.0X1A,"T36.0X1A | Poisoning by penicillins, accidental, initial encounter",T36.0X1A,"Poisoning by penicillins, accidental, initial encounter"
icd,icd:T39.1X1A,ICD T39.1X1A,"T39.1X1A | Poisoning by 4-Aminophenol derivatives (paracetamol), accidental, initial encounter",T39.1X1A,"Poisoning by 4-Aminophenol derivatives (paracetamol), accidental, initial encounter"
icd,icd:T40.0X1A,ICD T40.0X1A,"T40.0X1A | Poisoning by opium, accidental, initial encounter",T40.0X1A,"Poisoning by opium, accidental, initial encounter"
icd,icd:T40.1X1A,ICD T40.1X1A,"T40.1X1A | Poisoning by heroin, accidental, initial encounter",T40.1X1A,"Poisoning by heroin, accidental, initial encounter"
icd,icd:T40.2X1A,ICD T40.2X1A,"T40.2X1A | Poisoning by other opioids, accidental, initial encounter",T40.2X1A,"Poisoning by other opioids, accidental, initial encounter"
icd,icd:T40.4X1A,ICD T40.4X1A,"T40.4X1A | Poisoning by other synthetic narcotics, accidental, initial encounter",T40.4X1A,"Poisoning by other synthetic narcotics, accidental, initial encounter"
icd,icd:T42.4X1A,ICD T42.4X1A,"T42.4X1A | Poisoning by benzodiazepines, accidental, initial encounter",T42.4X1A,"Poisoning by benzodiazepines, accidental, initial encounter"
icd,icd:T43.011A,ICD T43.011A,"T43.011A | Poisoning by tricyclic antidepressants, accidental, initial encounter",T43.011A,"Poisoning by tricyclic antidepressants, accidental, initial encounter"
icd,icd:T45.511A,ICD T45.511A,"T45.511A | Poisoning by anticoagulants, accidental, initial encounter",T45.511A,"Poisoning by anticoagulants, accidental, initial encounter"
icd,icd:T50.901A,ICD T50.901A,"T50.901A | Poisoning by unspecified drugs, accidental, initial encounter",T50.901A,"Poisoning by unspecified drugs, accidental, initial encounter"
icd,icd:T51.0X1A,ICD T51.0X1A,"T51.0X1A | Toxic effect of ethanol, accidental, initial encounter",T51.0X1A,"Toxic effect of ethanol, accidental, initial encounter"
icd,icd:T58.01XA,ICD T58.01XA,"T58.01XA | Toxic effect of carbon monoxide from motor vehicle exhaust, accidental, initial encounter",T58.01XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, accidental, initial encounter"
icd,icd:T78.00XA,ICD T78.00XA,"T78.00XA | Anaphylactic reaction due to unspecified food, initial encounter",T78.00XA,"Anaphylactic reaction due to unspecified food, initial encounter"
icd,icd:T78.2XXA,ICD T78.2XXA,"T78.2XXA | Anaphylactic shock, unspecified, initial encounter",T78.2XXA,"Anaphylactic shock, unspecified, initial encounter"
icd,icd:T78.40XA,ICD T78.40XA,"T78.40XA | Allergy, unspecified, initial encounter",T78.40XA,"Allergy, unspecified, initial encounter"
icd,icd:T79.4XXA,ICD T79.4XXA,"T79.4XXA | Traumatic shock, initial encounter",T79.4XXA,"Traumatic shock, initial encounter"
icd,icd:O03.9,ICD O03.9,O03.9 | Complete or unspecified spontaneous abortion without complication,O03.9,Complete or unspecified spontaneous abortion without complication
icd,icd:O13.3,ICD O13.3,"O13.3 | Gestational hypertension without significant proteinuria, third trimester",O13.3,"Gestational hypertension without significant proteinuria, third trimester"
icd,icd:O14.03,ICD O14.03,"O14.03 | Mild to moderate pre-eclampsia, third trimester",O14.03,"Mild to moderate pre-eclampsia, third trimester"
icd,icd:O14.10,ICD O14.10,"O14.10 | Severe pre-eclampsia, unspecified trimester",O14.10,"Severe pre-eclampsia, unspecified trimester"
icd,icd:O20.0,ICD O20.0,O20.0 | Threatened abortion,O20.0,Threatened abortion
icd,icd:O21.0,ICD O21.0,O21.0 | Mild hyperemesis gravidarum,O21.0,Mild hyperemesis gravidarum
icd,icd:O21.1,ICD O21.1,O21.1 | Hyperemesis gravidarum with metabolic disturbance,O21.1,Hyperemesis gravidarum with metabolic disturbance
icd,icd:O23.10,ICD O23.10,"O23.10 | Infections of bladder in pregnancy, unspecified trimester",O23.10,"Infections of bladder in pregnancy, unspecified trimester"
icd,icd:O42.00,ICD O42.00,"O42.00 | Premature rupture of membranes, onset of labour within 24 hours of rupture",O42.00,"Premature rupture of membranes, onset of labour within 24 hours of rupture"
icd,icd:O60.00,ICD O60.00,"O60.00 | Preterm labour without delivery, unspecified trimester",O60.00,"Preterm labour without delivery, unspecified trimester"
icd,icd:C18.9,ICD C18.9,"C18.9 | Malignant neoplasm of colon, unspecified",C18.9,"Malignant neoplasm of colon, unspecified"
icd,icd:C34.10,ICD C34.10,"C34.10 | Malignant neoplasm of upper lobe, bronchus or lung, unspecified side",C34.10,"Malignant neoplasm of upper lobe, bronchus or lung, unspecified side"
icd,icd:C50.912,ICD C50.912,C50.912 | Malignant neoplasm of unspecified site of left female breast,C50.912,Malignant neoplasm of unspecified site of left female breast
icd,icd:C61,ICD C61,C61 | Malignant neoplasm of prostate,C61,Malignant neoplasm of prostate
icd,icd:C67.9,ICD C67.9,"C67.9 | Malignant neoplasm of bladder, unspecified",C67.9,"Malignant neoplasm of bladder, unspecified"
icd,icd:C71.9,ICD C71.9,"C71.9 | Malignant neoplasm of brain, unspecified",C71.9,"Malignant neoplasm of brain, unspecified"
icd,icd:C79.51,ICD C79.51,C79.51 | Secondary malignant neoplasm of bone,C79.51,Secondary malignant neoplasm of bone
icd,icd:C80.1,ICD C80.1,"C80.1 | Malignant (primary) neoplasm, unspecified",C80.1,"Malignant (primary) neoplasm, unspecified"
icd,icd:C85.10,ICD C85.10,"C85.10 | Unspecified B-cell lymphoma, unspecified site",C85.10,"Unspecified B-cell lymphoma, unspecified site"
icd,icd:C91.00,ICD C91.00,C91.00 | Acute lymphoblastic leukaemia not having achieved remission,C91.00,Acute lymphoblastic leukaemia not having achieved remission
icd,icd:C92.00,ICD C92.00,"C92.00 | Acute myeloblastic leukaemia, not having achieved remission",C92.00,"Acute myeloblastic leukaemia, not having achieved remission"
icd,icd:Z03.89,ICD Z03.89,Z03.89 | Encounter for observation for other suspected diseases and conditions ruled out,Z03.89,Encounter for observation for other suspected diseases and conditions ruled out
icd,icd:Z04.1,ICD Z04.1,Z04.1 | Encounter for examination and observation following transport accident,Z04.1,Encounter for examination and observation following transport accident
icd,icd:Z23,ICD Z23,Z23 | Encounter for immunisation,Z23,Encounter for immunisation
icd,icd:Z51.11,ICD Z51.11,Z51.11 | Encounter for antineoplastic chemotherapy,Z51.11,Encounter for antineoplastic chemotherapy
icd,icd:Z79.01,ICD Z79.01,Z79.01 | Long-term use of anticoagulants,Z79.01,Long-term use of anticoagulants
icd,icd:Z79.4,ICD Z79.4,Z79.4 | Long-term use of insulin,Z79.4,Long-term use of insulin
icd,icd:Z87.891,ICD Z87.891,Z87.891 | Personal history of nicotine dependence,Z87.891,Personal history of nicotine dependence
icd,icd:Z91.010,ICD Z91.010,Z91.010 | Allergy to peanuts,Z91.010,Allergy to peanuts
icd,icd:Z91.013,ICD Z91.013,Z91.013 | Allergy to seafood,Z91.013,Allergy to seafood
icd,icd:Z99.11,ICD Z99.11,Z99.11 | Dependence on respirator,Z99.11,Dependence on respirator
